HP:0000002	Abnormality of body height	身高异常
HP:0030375	Increased memory B cell count	记忆 B 细胞计数增加
HP:0030376	Abnormal immature B cell count	不成熟 B 细胞计数异常
HP:0030377	Increased immature B cell count	未成熟 B 细胞计数增加
HP:0030378	Decreased immature B cell count	未成熟 B 细胞计数减少
HP:0030379	Abnormal transitional B cell count	过渡 B 细胞计数异常
HP:0030380	Decreased transitional B cell count	过渡 B 细胞计数减少
HP:0030381	Increased transitional B cell count	过渡 B 细胞计数增加
HP:0030383	Abnormal marginal zone B cell count	边缘区 B 细胞计数异常
HP:0030384	Decreased marginal zone B cell count	边缘区 B 细胞计数降低
HP:0030385	Increased marginal zone B cell count	边缘区 B 细胞计数增加
HP:0030386	Abnormal class-switched memory B cell count	类别转换记忆 B 细胞计数异常
HP:0030387	Increased class-switched memory B cell count	类别转换记忆 B 细胞计数增加
HP:0030388	Decreased class-switched memory B cell count	类别转换记忆 B 细胞计数降低
HP:0030389	Abnormality of thromboxane metabolism	血栓烷代谢异常
HP:0030390	Abnormality of leukotriene metabolism	白三烯代谢异常
HP:0030391	Spoken Word Recognition Deficit	口语词汇识别能力降低
HP:0030392	Choroid plexus carcinoma	脉络丛癌
HP:0030393	Endolymphatic sac tumor	内淋巴囊肿瘤
HP:0030394	Fallopian tube carcinoma	输卵管癌
HP:0030396	Abnormal platelet granule secretion	血小板颗粒分泌异常
HP:0030397	Abnormal platelet dense granule secretion	血小板致密颗粒分泌异常
HP:0030398	Abnormal platelet ATP dense granule secretion	血小板 ATP 致密颗粒分泌异常
HP:0030399	Abnormal platelet alpha granule secretion	血小板α颗粒分泌异常
HP:0030400	Abnormal platelet lysosome secretion	血小板溶酶体分泌异常
HP:0030401	Abnormal platelet dense granule ATP/ADP ratio	血小板致密颗粒 ATP/ADP 比例异常
HP:0030402	Abnormal platelet aggregation	血小板聚集异常
HP:0030403	Spontaneous platelet aggregation	自发性血小板聚集
HP:0030404	Glucagonoma	胰高血糖素瘤
HP:0030405	Pancreatic endocrine tumor	胰腺内分泌肿瘤
HP:0030406	Primary peritoneal carcinoma	原发性腹膜癌
HP:0030407	Pineocytoma	松果体细胞瘤
HP:0030408	Pineoblastoma	松果体母细胞瘤
HP:0030409	Renal transitional cell carcinoma	肾移行细胞癌
HP:0030410	Sebaceous gland carcinoma	皮脂腺癌
HP:0030411	Jejunal adenocarcinoma	空肠腺癌
HP:0030412	Ileal adenocarcinoma	回肠腺癌
HP:0030413	Squamous cell carcinoma of the tongue	舌鳞状细胞癌
HP:0030414	Verrucous cell carcinoma of the tongue	舌疣状细胞癌
HP:0030415	Sarcomatoid carcinoma of the tongue	舌肉瘤样癌
HP:0030416	Vulvar neoplasm	外阴肿瘤
HP:0030417	Squamous cell carcinoma of the vulva	外阴鳞状细胞癌
HP:0030418	Vulvar melanoma	外阴黑色素瘤
HP:0030419	Bartholin gland carcinoma	前庭大腺癌
HP:0030420	Vulvar adenocarcinoma	外阴腺癌
HP:0030421	Epididymal neoplasm	附睾肿瘤
HP:0030423	Splenic cyst	脾囊肿
HP:0030424	Epididymal cyst	附睾囊肿
HP:0030425	Calcified ovarian cyst	卵巢囊肿钙化
HP:0030426	Ossifying fibroma	骨化性纤维瘤
HP:0030427	Ossifying fibroma of the jaw	颌部骨化性纤维瘤
HP:0030428	Cutaneous myxoma	皮肤粘液瘤
HP:0030429	Juvenile nasopharyngeal angiofibroma	青少年型鼻咽血管纤维瘤
HP:0030430	Neuroma	神经瘤
HP:0030431	Osteochondroma	骨软骨瘤
HP:0030432	Chondroblastoma	软骨母细胞瘤
HP:0030433	Osteoid osteoma	骨样骨瘤
HP:0030434	Pilomatrixoma	毛母质瘤
HP:0030436	Fibrofolliculoma	纤维毛囊瘤
HP:0030437	Anal canal neoplasm	肛管肿瘤
HP:0030438	Anal canal squamous cell carcinoma	肛管鳞状细胞癌
HP:0030439	Anal canal adenocarcinoma	肛管腺癌
HP:0030440	Anal margin neoplasm	肛缘肿瘤
HP:0030441	Anal margin Paget's disease	肛缘派杰氏病
HP:0030442	Anal margin squamous cell carcinoma	肛缘鳞状细胞癌
HP:0030443	Anal margin basal cell carcinoma	肛缘基底细胞癌
HP:0030444	Anal margin melanoma	肛缘恶性黑色素瘤
HP:0030445	Pulmonary carcinoid tumor	肺类癌
HP:0030446	Atypical pulmonary carcinoid tumor	非典型肺类癌
HP:0030447	Merkel cell skin cancer	默克尔细胞皮肤癌
HP:0030448	Soft tissue sarcoma	软组织肉瘤
HP:0030449	Therapeutic abortion	治疗性流产
HP:0030450	Neuroplasm of the autonomic nervous system	自主神经系统肿瘤
HP:0030451	Mesenteric cyst	肠系膜囊肿
HP:0030452	Chylolymphatic mesenteric cyst	乳糜淋巴性肠系膜囊肿
HP:0030453	Abnormal visual electrophysiology	视觉电生理异常
HP:0030454	Abnormal electrooculogram	眼电图异常
HP:0030455	Abnormality of pattern visual evoked potentials	图形视觉诱发电位异常
HP:0030456	Abnormality of pattern onset/offset visual evoked potentials	图形起始/偏移视觉诱发电位异常
HP:0030457	Abnormal amplitude of pattern onset/offset visual evoked potentials	图形起始/偏移视觉诱发电位振幅异常
HP:0030458	Abnormal timing of pattern onset/offset visual evoked potentials	图形起始/偏移视觉诱发电位时机异常
HP:0030460	Abnormal timing of pattern reversal visual evoked potentials	图形翻转视觉诱发电位时机异常
HP:0030461	Abnormal timing of flash visual evoked potentials	闪光视觉诱发电位时机异常
HP:0030462	Abnormal amplitude of flash visual evoked potentials	闪光视觉诱发电位的异常振幅
HP:0030463	Asymmetrical distribution of flash visual evoked potentials	闪光视觉诱发电位非对称分布
HP:0030464	Asymmetrical distribution of pattern reversal visual evoked potentials	图形翻转视觉诱发电位非对称分布
HP:0030465	Undetectable light-adapted electroretinogram	无法检出明适应视网膜电图
HP:0030466	Abnormal full-field electroretinogram	全视野视网膜电图异常
HP:0030467	Abnormal pattern electroretinogram	图形视网膜电图异常
HP:0030468	Abnormal multifocal electroretinogram	多焦视网膜电图异常
HP:0030469	Abnormal dark-adapted electroretinogram	暗适应视网膜电图异常
HP:0030470	Abnormal dark-adapted bright flash electroretinogram	暗适应明亮闪光视网膜电图异常
HP:0030471	Abnormal dark-adapted dim flash electroretinogram	暗适应暗淡闪光视网膜电图异常
HP:0030472	Abnormal light-adapted single flash electroretinogram	明适应单闪光视网膜电图异常
HP:0030473	Abnormal light-adapted flicker electroretinogram	明适应闪光视网膜电图异常
HP:0030474	Undetectable dark-adapted electroretinogram	无法检出暗适应视网膜电图
HP:0030475	Abnormal timing of dark-adapted dim flash electroretinogram	暗适应暗淡闪光视网膜电图时机异常
HP:0030476	Abnormal amplitude of dark-adapted dim flash electroretinogram	暗适应暗淡闪光视网膜电图振幅异常
HP:0030477	Abnormal timing of dark-adapted bright flash electroretinogram	暗适应明亮闪光视网膜电图时机异常
HP:0030478	Abnormal amplitude of dark-adapted bright flash electroretinogram	暗适应明亮闪光视网膜电图振幅异常
HP:0030479	Abnormal amplitude of light-adapted flicker electroretinogram	明适应闪光视网膜电图振幅异常
HP:0030480	Abnormal timing of light-adapted flicker electroretinogram	明适应闪光视网膜电图时机异常
HP:0030481	Abnormal amplitude of light-adapted single flash electroretinogram	明适应单闪光视网膜电图振幅异常
HP:0030482	Abnormal timing of light-adapted single flash electroretinogram	明适应单闪光视网膜电图时机异常
HP:0030483	Reduced amplitude of dark-adapted bright flash electroretinogram a-wave	暗适应暗淡闪光视网膜电图振幅降低
HP:0030484	Supernormal dark-adapted bright flash electroretinogram b-wave	暗适应暗淡闪光视网膜电图 b-波超常
HP:0030485	Abnormal amplitude of pattern electroretinogram	图形视网膜电图振幅异常
HP:0030486	Abnormal timing of pattern electroretinogram	图形视网膜电图时机异常
HP:0030487	Abnormal P50/N95 ratio of pattern electroretinogram	图形视网膜电图 P50/N95 比率异常
HP:0030488	Abnormal central response of multifocal electroretinogram	多焦视网膜电图中心反应异常
HP:0030489	Abnormal paracentral response of multifocal electroretinogram	多焦视网膜电图近中心反应异常
HP:0030490	#####	渗出性玻璃体视网膜病变
HP:0030491	Choriocapillaris atrophy	脉络膜毛细血管层萎缩
HP:0030493	Abnormality of foveal pigmentation	黄斑色素沉着异常
HP:0030494	Macular microaneurysm/hemorrhage	黄斑微小动脉瘤/出血
HP:0030495	Abnormality of macular vasculature	黄斑脉管系统异常
HP:0030496	Macular exudation	黄斑渗出
HP:0030497	Macular cotton wool spots	黄斑棉绒斑
HP:0030498	Macular thickening	黄斑增厚
HP:0030499	Macular drusen	黄斑玻璃疣
HP:0030500	Yellow/white lesions of the macula	黄斑黄/白病变
HP:0030501	Macular crystals	黄斑结晶
HP:0030502	Retinoschisis	视网膜劈裂症
HP:0030503	Macular telangiectasia	黄斑毛细血管扩张
HP:0030504	Grouped congenital hypertrophy of retinal pigment epithelium	视网膜色素上皮细胞成组先天性过度生长
HP:0030505	Nummular pigmentation of the retina	视网膜钱币状色素沉着
HP:0030506	Yellow/white lesions of the retina	视网膜黄/白病变
HP:0030507	#####	视网膜结晶
HP:0030508	Retinal cavernous hemangioma	视网膜海绵状血管瘤
HP:0030509	Retinal racemose hemangioma	视网膜蔓状血管瘤
HP:0030510	Combined hamartoma of the retinal pigment epithelium and retina	视网膜和视网膜色素上皮联合错构瘤
HP:0030511	Bradyopsia	运动视觉障碍
HP:0030512	Difficulty adjusting to changes in luminance	亮度变化适应困难
HP:0030513	Difficulty adjusting from light to dark	从明亮到黑暗适应困难
HP:0030514	Difficulty adjusting from dark to light	从黑暗到明亮适应困难
HP:0030515	#####	中度视力障碍
HP:0030516	Homonymous hemianopia	同侧偏盲
HP:0030517	Heteronymous hemianopia	异侧偏盲
HP:0030518	Congruous homonymous hemianopia	一致性同侧偏盲
HP:0030519	Congruous heteronymous hemianopia	一致性异侧偏盲
HP:0030520	Binasal hemianopia	双鼻侧偏盲
HP:0030521	Bitemporal hemianopia	双颞侧偏盲
HP:0030522	Peripheral visual field constriction with >50 degrees central field preserved	周边视野缩小且保留 50度中心视野
HP:0030523	Peripheral visual field constriction with 40-50 degrees central field preserved	周边视野缩小且保留 40-50 度中心视野
HP:0030524	Peripheral visual field constriction with 30-40 degrees central field preserved	周边视野缩小且保留 30-40 度中心视野
HP:0030525	Peripheral visual field constriction with 20-30 degrees central field preserved	周边视野缩小且保留 20-30 度中心视野
HP:0030526	Peripheral visual field constriction with 10-20 degrees central field preserved	周边视野缩小且保留 10-20 度中心视野
HP:0030527	Peripheral visual field constriction with <10 degrees central field preserved	周边视野缩小且保留 <10 度中心视野
HP:0030528	#####	旁中心暗点
HP:0030529	Ring scotoma	环形暗点
HP:0030530	Arcuate scotoma	弧形暗点
HP:0030531	Altitudinal visual field defect	垂直视野缺损
HP:0030532	Visual acuity test abnormality	视力测试异常
HP:0030533	Abnormal unaided visual acuity test	裸眼视力测试异常
HP:0030534	Abnormal best corrected visual acuity test	最佳矫正视力测试异常
HP:0030535	Abnormal pinhole visual acuity test	针孔视力测试异常
HP:0030536	Unaided visual acuity 0.1 LogMAR	裸眼视力 0.1 LogMAR
HP:0030537	Unaided visual acuity 0.2 LogMAR	裸眼视力 0.2
HP:0030538	Unaided visual acuity 0.3 LogMAR	裸眼视力 0.3 LogMAR
HP:0030539	Unaided visual acuity 0.4 LogMAR	裸眼视力 0.4 LogMAR
HP:0030540	Unaided visual acuity 0.5 LogMAR	裸眼视力 0.5 LogMAR
HP:0030541	Unaided visual acuity 0.6 LogMAR	裸眼视力 0.6
HP:0030542	Unaided visual acuity 0.7 LogMAR	裸眼视力
HP:0030543	Unaided visual acuity 0.8 LogMAR	裸眼视力 0.8
HP:0030544	Unaided visual acuity 0.9 LogMAR	裸眼视力 0.9
HP:0030545	Unaided visual acuity 1.0 LogMAR	裸眼视力 1.0 LogMAR
HP:0030546	Unaided visual acuity 1.1 LogMAR	裸眼视力 1.1 LogMAR
HP:0030547	Unaided visual acuity 1.2 LogMAR	裸眼视力 1.2 LogMAR
HP:0030548	Unaided visual acuity 1.3 LogMAR	裸眼视力 1.3 LogMAR
HP:0030549	Unaided visual acuity 2.0 LogMAR	裸眼视力 2.0 LogMAR
HP:0030550	Unaided visual acuity 3.0 LogMAR	裸眼视力 3.0 LogMAR
HP:0030551	Visual acuity light perception with projection	视力光感
HP:0030552	Visual acuity light perception without projection	视力在没有投射的情况下具有光感
HP:0030553	Visual acuity no light perception	视力无光感
HP:0030554	Best corrected visual acuity 0.1 LogMAR	最佳矫正视力 0.1 LogMAR
HP:0030555	Best corrected visual acuity 0.2 LogMAR	最佳矫正视力 0.2 LogMAR
HP:0030556	Best corrected visual acuity 0.3 LogMAR	最佳矫正视力 0.3 LogMAR
HP:0030557	Best corrected visual acuity 0.4 LogMAR	最佳矫正视力 0.4 LogMAR
HP:0030558	Best corrected visual acuity 0.5 LogMAR	最佳矫正视力 0.5 LogMAR
HP:0030559	Best corrected visual acuity 0.7 LogMAR	最佳矫正视力 0.7 LogMAR
HP:0030560	Best corrected visual acuity 0.6 LogMAR	最佳矫正视力 0.6 LogMAR
HP:0030561	Best corrected visual acuity 0.8 LogMAR	最佳矫正视力 0.8 LogMAR
HP:0030562	Best corrected visual acuity 0.9 LogMAR	最佳矫正视力 0.9 LogMAR
HP:0030563	Best corrected visual acuity 1.0 LogMAR	最佳矫正视力 1.0 LogMAR
HP:0030564	Best corrected visual acuity 1.1 LogMAR	最佳矫正视力 1.1 LogMAR
HP:0030565	Best corrected visual acuity 1.2 LogMAR	最佳矫正视力 1.2 LogMAR
HP:0030566	Best corrected visual acuity 1.3 LogMAR	最佳矫正视力 1.3 LogMAR
HP:0030567	Best corrected visual acuity 2.0 LogMAR	最佳矫正视力 2.0 LogMAR
HP:0030568	Best corrected visual acuity 3.0 LogMAR	最佳矫正视力 3.0 LogMAR
HP:0030569	Pinhole visual acuity 0.1 LogMAR	针孔视力 0.1 LogMAR
HP:0030570	Pinhole visual acuity 0.2 LogMAR	针孔视力 0.2 LogMAR
HP:0030571	Pinhole visual acuity 0.3 LogMAR	针孔视力 0.3 LogMAR
HP:0030572	Pinhole visual acuity 0.4 LogMAR	针孔视力 0.4 LogMAR
HP:0030573	Pinhole visual acuity 0.5 LogMAR	针孔视力 0.5 LogMAR
HP:0030574	Pinhole visual acuity 0.6 LogMAR	针孔视力 0.6 LogMAR
HP:0030575	Pinhole visual acuity 0.7 LogMAR	针孔视力 0.7 LogMAR
HP:0030576	Pinhole visual acuity 0.8 LogMAR	针孔视力 0.8 LogMAR
HP:0030577	Pinhole visual acuity 0.9 LogMAR	针孔视力 0.9 LogMAR
HP:0030578	Pinhole visual acuity 1.0 LogMAR	针孔视力 1.0 LogMAR
HP:0030579	Pinhole visual acuity 1.1 LogMAR	针孔视力 1.1 LogMAR
HP:0030580	Pinhole visual acuity 1.2 LogMAR	针孔视力 1.2 LogMAR
HP:0030581	Pinhole visual acuity 1.3 LogMAR	针孔视力 1.3 LogMAR
HP:0030582	Pinhole visual acuity 2.0 LogMAR	针孔视力 2.0 LogMAR
HP:0030583	Pinhole visual acuity 3.0 LogMAR	针孔视力 3.0 LogMAR
HP:0030584	Color vision test abnormality	色觉测试异常
HP:0030585	Red desaturation	红色脱饱和
HP:0030586	Abnormal Ishihara plate test	石原氏色盲检查异常
HP:0030587	Abnormal Hardy-Rand-Rittler plate test	Hardy-Rand-Rittler 色盲检查异常
HP:0030588	Abnormal visual field test	视野检查异常
HP:0030589	Abnormal confrontational visual field test	面对面视野检查异常
HP:0030590	Abnormal Amsler grid test	阿姆斯勒方格表检查异常
HP:0030591	Abnormal kinetic perimetry test	动态视野检查异常
HP:0030592	Abnormal static perimetry test	静态视野检查异常
HP:0030593	Abnormal manual kinetic perimetry test	手工动态视野检查异常
HP:0030594	Abnormal automated kinetic perimetry test	自动动态视野检查异常
HP:0030595	Abnormal static automated perimetry test	自动静态视野检查异常
HP:0030596	Abnormal Humphrey SITA 30-2 perimetry test	Humphrey SITA 30-2 视野检查异常
HP:0030597	Abnormal Humphrey SITA 24-2 perimetry test	Humphrey SITA 24-2 视野检查异常
HP:0030598	Abnormal Humphrey SITA 10-2 perimetry test	Humphrey SITA 10-2 视野检查异常
HP:0030599	Abnormal Estermann grid perimetry test	Estermann 网格视野检查异常
HP:0030601	Abnormal posterior segment imaging	后段成像异常
HP:0030602	Abnormal fundus autofluorescence imaging	眼底自发荧光成像异常
HP:0030603	Abnormal optical coherence tomography	光学相干层析成像异常
HP:0030604	Abnormal fundus fluorescein angiography	荧光素眼底血管造影术异常
HP:0030605	Abnormal indocyanine green angiography	吲哚菁绿眼底血管造影术异常
HP:0030606	Abnormal OCT-measured macular thickness	OCT 测量法黄斑区视网膜厚度异常
HP:0030607	Reduced OCT-measured macular thickness	OCT 测量法黄斑区视网膜厚度减小
HP:0030608	Increased OCT-measured macular thickness	OCT 测量法黄斑区视网膜厚度增加
HP:0030609	Photoreceptor layer loss on macular OCT	OCT 测量法黄斑区光感受器细胞层损失
HP:0030610	Photoreceptor outer segment loss on macular OCT	OCT 测量法黄斑区光感受器外段损失
HP:0030611	Retinal pigment epithelial loss on macular OCT	OCT 测量法黄斑区视网膜色素上皮细胞损失
HP:0030612	Abnormal retinal morphology on macular OCT	OCT 测量法黄斑区视网膜形态异常
HP:0030613	Abnormal foveal morphology on macular OCT	OCT 测量法黄斑区中央凹形态异常
HP:0030614	Foveal photoreceptor layer loss on macular OCT	OCT 测量法黄斑区中央凹光感受器细胞层损失
HP:0030615	Foveal photoreceptor outer segment loss on macular OCT	OCT 测量法黄斑区中央凹光感受器外段损失
HP:0030616	Foveal retinal pigment epithelial loss on macular OCT	OCT 测量法黄斑区中央凹视网膜色素上皮细胞损失
HP:0030617	Abnormal OCT-measured foveal thickness	OCT 测量法中央凹厚度异常
HP:0030618	Increased OCT-measured foveal thickness	OCT 测量法中央凹厚度增加
HP:0030619	Reduced OCT-measured foveal thickness	OCT 测量法中央凹厚度减小
HP:0030620	Inner retinal layer loss on macular OCT	OCT 测量法黄斑区内层视网膜损失
HP:0030621	Foveal inner retinal layer loss on macular OCT	OCT 测量法黄斑区中央凹内层视网膜损失
HP:0030622	Abnormal foveal pit on macular OCT	OCT 测量法黄斑区中央凹小凹异常
HP:0030623	Intraretinal hyporeflective spaces on macular OCT	OCT 测量法黄斑区视网膜内低反射性间隙
HP:0030624	Subretinal hyporeflective spaces on macular OCT	OCT 测量法黄斑区视网膜下低反射性间隙
HP:0030625	Hyporeflective spaces on macular OCT	OCT 测量法黄斑区低反射性间隙
HP:0030626	Foveal intraretinal hyporeflective spaces on macular OCT	OCT 测量法黄斑区中央凹视网膜内低反射性间隙
HP:0030627	Foveal hyporeflective spaces on macular OCT	OCT 测量法黄斑区中央凹 低反射性间隙
HP:0030628	Foveal subretinal hyporeflective spaces on macular OCT	OCT 测量法黄斑区中央凹视网膜下低反射性间隙
HP:0030629	#####	中央凹周边强自动荧光环
HP:0030630	Irregular central macular autofluorescence	不规则型中央黄斑自动荧光
HP:0030631	Hyperautofluorescent macular lesions	强自动荧光型黄斑病变
HP:0030632	Hypoautofluorescent macular lesions	弱自动荧光型黄斑病变
HP:0030633	Perifoveal ring of hyperautofluorescence surrounded by normal autofluorescence	正常自动荧光所环绕的中央凹周边强自动荧光环
HP:0030634	Perifoveal ring of hyperautofluorescence surrounded by abnormal autofluorescence	异常自动荧光所环绕的中央凹周边强自动荧光环
HP:0030635	Retinal dystrophy with early macular involvement	视网膜营养不良伴黄斑区早期累及
HP:0030636	Occult macular dystrophy	隐匿性黄斑营养不良
HP:0030637	Cone dysfunction	视锥细胞失功能
HP:0030638	Congenital stationary night blindness with normal fundus	先天性静止性夜盲伴眼底正常
HP:0030639	Congenital stationary night blindness with abnormal fundus	先天性静止性夜盲伴眼底异常
HP:0030640	Complete congenital stationary night blindness	完全型先天性静止性夜盲
HP:0030641	Incomplete congenital stationary night blindness	不完全型先天性静止性夜盲
HP:0030642	Fundus albipunctatus	眼底白点症
HP:0030643	Vitelliform-like retinal lesions	卵黄样视网膜病变
HP:0030644	Blind-spot enlargment	盲点扩大
HP:0030645	Central	中心
HP:0030646	Peripheral	周边
HP:0030647	Paracentral	近中心
HP:0030648	Midperipheral	周边中部
HP:0030649	Pericentral	中心周边
HP:0030650	Focal	局灶性
HP:0030651	Multifocal	多灶性
HP:0030652	Vitreous haze	玻璃体混浊
HP:0030654	Umbilical cord cyst	脐带囊肿
HP:0030655	Umbilical cord knot	脐带结
HP:0030656	Umbilical vein varix	脐静脉静脉曲张
HP:0030657	Umbilical cord hematoma	脐带血肿
HP:0030658	Marginal umbilical cord insertion	脐带边缘附着
HP:0030659	Velamentous cord insertion	脐带帆状附着
HP:0030660	Furcate cord insertion	脐带分叉附着
HP:0030661	Vitreous snowballs	雪球状玻璃体
HP:0030662	Vitreous inflammatory cells	玻璃体炎症细胞
HP:0030663	Optically empty vitreous	光空型玻璃体
HP:0030664	Beevor's sign	比佛氏征
HP:0030665	Rubral tremor	红核震颤
HP:0030666	Retinal neovascularization	视网膜新生血管形成
HP:0030667	Peripheral retinal neovascularization	周边视网膜新生血管形成
HP:0030668	Periorbital dermoid cyst	眶周皮样囊肿
HP:0030669	Abnormal morphology of the ocular adnexa	眼附属器形态异常
HP:0030670	Hamartoma of the orbital region	眶区错构瘤
HP:0030671	Abnormality of the common tendinous ring	总腱环异常
HP:0030672	Asteroid hyalosis	星状玻璃体变性
HP:0030673	Erosive vitreoretinopathy	侵蚀性玻璃体视网膜病变
HP:0030674	Antenatal onset	出生前发病
HP:0030675	Contracture of proximal interphalangeal joints of 2nd-5th fingers	第二至第五指的近端指间关节挛缩
HP:0030676	Satyr ear	尖耳轮耳
HP:0030677	Mozart ear	莫氏耳
HP:0030679	Ash-leaf spot	灰叶状白斑
HP:0030680	Abnormality of cardiovascular system morphology	心血管系统形态异常
HP:0030681	Abnormal morphology of myocardial trabeculae	心肌肌小梁形态异常
HP:0030682	Left ventricular noncompaction	左心室心肌致密化不全
HP:0030683	Vaginitis	阴道炎
HP:0030685	Decreased adiponectin level	脂联素水平降低
HP:0030686	Increased adiponectin level	脂联素水平增加
HP:0030687	Abnormal glucagon level	胰高血糖素水平异常
HP:0030688	Increased glucagon level	胰高血糖素水平增加
HP:0030689	Decreased glucagon level	胰高血糖素水平降低
HP:0030690	Gingival cleft	牙龈裂
HP:0030691	Divergence nystagmus	散开性眼震
HP:0030692	Brain neoplasm	脑肿瘤
HP:0030693	Supratentorial neoplasm	幕上肿瘤
HP:0030694	Pineal parenchymal cell neoplasm	松果体实质细胞肿瘤
HP:0030706	Ranula	舌下囊肿
HP:0030707	Unilateral lung agenesis	单侧肺缺如
HP:0030708	Myeloschisis	脊髓裂
HP:0030709	Myelocystocele	脊髓囊状突出
HP:0030710	Lipomeningocele	脂性脑膜膨出
HP:0030711	Hydrocolpos	阴道积水
HP:0030712	Uterine synechiae	宫腔粘连综合征
HP:0030713	Vein of Galen aneurysmal malformation	静脉Galen动脉瘤样畸形
HP:0030714	Subchorionic thrombohematoma	绒毛膜下血栓血肿
HP:0030715	Bronchial atresia	支气管闭锁
HP:0030716	Acrania	无颅畸形
HP:0030717	Meconium peritonitis	胎粪性腹膜炎
HP:0030718	Right atrial enlargement	右心房扩大
HP:0030719	Unguarded tricuspid valve	三尖瓣无挡畸形
HP:0030720	Subchorionic septal cyst	绒毛膜下间隔囊肿
HP:0030721	Tetraphocomelia	四肢短肢畸形
HP:0030722	Ectopic liver	异位肝
HP:0030723	Congenital megalourethra	先天性巨尿道
HP:0030724	Central nervous system cyst	中枢神经系统囊肿
HP:0030725	Neurenteric cyst	神经管原肠囊肿
HP:0030726	Spinal neurenteric cyst	脊柱神经管原肠囊肿
HP:0030727	Intracranial neurenteric cyst	颅内神经管原肠囊肿
HP:0030728	Meromelia	残肢畸形
HP:0030729	Frontoethmoidal meningocele	额筛脑膜膨出
HP:0030730	Parietal meningocele	顶脑膜膨出
HP:0030731	Carcinoma	癌
HP:0030732	Dysplastic tricuspid valve	三尖瓣发育不良
HP:0030733	Vesicoallantoic abdominal wall defect	膀胱尿囊腹壁缺损
HP:0030735	Ureterovesical junction obstruction	膀胱输尿管交界处梗阻
HP:0030736	Sacrococcygeal teratoma	骶尾部畸胎瘤
HP:0030737	Altman type I sacrococcygeal teratoma	奥特曼 I 型骶尾部畸胎瘤
HP:0030738	Altman type II sacrococcygeal teratoma	奥特曼 II 型骶尾部畸胎瘤
HP:0030739	Altman type III sacrococcygeal teratoma	奥特曼 III 型骶尾部畸胎瘤
HP:0030740	Anomalous muscle bundle of the right ventricle	右心室肌束异常
HP:0030741	Mediastinal teratoma	纵隔畸胎瘤
HP:0030742	Glial remnants posterior to lens	晶状体后方胶质残余
HP:0030743	Glial remnants anterior to the optic disc	视神经盘前方胶质残余
HP:0030744	Hyaloid vascular remnant and retrolental mass	玻璃体血管残余和晶体后团块
HP:0030745	Ductus arteriosus aneurysm	动脉导管动脉瘤
HP:0030746	Intraventricular hemorrhage	脑室内出血
HP:0030747	Preterm intraventricular hemorrhage	早产儿脑室内出血
HP:0030748	Grade I preterm intraventricular hemorrhage	早产儿脑室内出血 I 级
HP:0030749	Grade II preterm intraventricular hemorrhage	早产儿脑室内出血 II 级
HP:0030750	Grade III preterm intraventricular hemorrhage	早产儿脑室内出血 III 级
HP:0030751	Grade IV preterm intraventricular hemorrhage	早产儿脑室内出血 IV 级
HP:0030752	Dacryocystocele	泪囊突出
HP:0030753	Intrauterine fetal demise of one twin after midgestation	妊娠中期之后双胞胎之一宫内胎儿死亡
HP:0030754	Allantoic cyst	尿囊囊肿
HP:0030755	Craniofacial teratoma	颅面畸胎瘤
HP:0030756	Erythrodontia	红牙
HP:0030757	Tooth abscess	牙脓肿
HP:0030758	Periapical tooth abscess	根尖周脓肿
HP:0030759	Adipocyte hypertrophy	脂肪细胞肥大
HP:0030760	Renal fibrosis	肾纤维化
HP:0030761	Renal glomerular fibrosis	肾小球纤维化
HP:0030762	Mesangiolysis	系膜溶解
HP:0030763	Amniotic Sheet	羊膜片
HP:0030764	Ochronosis	褐黄病
HP:0030765	Sleep terror	睡惊症
HP:0030766	Ear pain	耳痛
HP:0030767	Epignathus	上颌寄生胎畸胎
HP:0030769	Exencephaly	露脑畸形
HP:0030770	Craniorachischisis	颅脊柱裂畸形
HP:0030771	Mallet finger	槌状指
HP:0030772	Proximal femoral focal deficiency	股骨近端局灶性缺损
HP:0030773	Internuclear ophthalmoplegia	核间性眼肌瘫痪
HP:0030774	Mitochondrial swelling	线粒体肿胀
HP:0030775	Modic type vertebral endplate changes	Modic 类型椎体终板改变
HP:0030776	Modic type I vertebral endplate changes	Modic I 型椎体终板改变
HP:0030777	Modic type II vertebral endplate changes	Modic II 型椎体终板改变
HP:0030778	Modic type III vertebral endplate changes	Modic III 型椎体终板改变
HP:0030779	Ethmocephaly	猿头畸形
HP:0030780	Abnormality of the protein C anticoagulant pathway	蛋白 C 抗凝途径异常
HP:0030781	Increased circulating free fatty acid level	循环系统内游离脂肪酸水平增高
HP:0030782	Abnormal serum interleukin level	血清白介素水平异常
HP:0030783	Increased serum interleukin-6	血清白介素-6 增加
HP:0030784	Anomia	命名性失语症
HP:0030785	Mediastinal cystic lymphangioma	纵隔囊性淋巴管瘤
HP:0030786	Photopsia	闪光感
HP:0030787	Cerumen abnormality	耵聍异常
HP:0030788	Impacted cerumen	耵聍栓塞
HP:0030789	Excessive cerumen	耵聍过多
HP:0030790	Abnormal cerumen color	耵聍颜色异常
HP:0030791	Abnormal jaw morphology	颌部形态异常
HP:0030792	Jaw neoplasm	颌部肿瘤
HP:0030793	Jaw swelling	颌部肿胀
HP:0030794	Abnormal C-peptide level	C-肽水平异常
HP:0030795	Reduced C-peptide level	C-肽水平降低
